unit;rzb_cdr_counterparty_code;entity_type;entity_type_desc;rzb_cdr_counterparty_name;rzb_cdr_internal_rating;rzb_cdr_ead_pre_ccf;rzb_cdr_ead_pre_ccf;cc;cc1;dqi_check
RBBH;127511;3;Corporates;XYLON CORPORATION DOO SARAJEVO;CORP_10;1796027.978;1796027.978;127511;127511;OK
AVAL;948205;6;Small Medium Business (SMB);"PMP ""Roman""";SME_10;136387.6056;136387.6056;948205;948205;OK
RBBY;513143;3;Corporates;LML ULTRA OOO;CORP_10;77389.374;77389.374;513143;;OK
RBRO;757599;6;Small Medium Business (SMB);ATNYNOVE SRL;SME_10;61.02838672;61.02838672;;757599;ERROR
CASRS;2129231;6;Small Medium Business (SMB);VITAM  TRADE DOO BEOGRAD   U STECAJ;SME_10;168232.46;168232.46;2129231;2129231;OK
RBRO;756222;6;Small Medium Business (SMB);BIACOM NEF-TIM SRL;SME_10;19.10293969;19.10293969;756222;756222;OK
AVAL;2079218;6;Small Medium Business (SMB);"TOV ""Metproekt"" ";SME_10;20430.58123;20430.58123;2079218;2079218;OK
RBHR;762658;3;Corporates;ENERGIA GAS AND POWER D.O.O.;CORP_10;534879.4486;534879.4486;762658;762658;OK
TBSK;1064543;6;Small Medium Business (SMB);NIKAP s. r. o.;SME_10;90665.64;90665.64;1064543;1064543;OK
RBRO;506905;3;Corporates;SC SIRAJ A D IMPEX SA;CORP_10;291.6251082;291.6251082;506905;506905;OK
RBRO;506214;4;Government-Owned Commercial Undertaking;SC TERMICA VASLUI SA;CORP_10;222.1590585;222.1590585;506214;506214;OK
RBRU;1360887;6;Small Medium Business (SMB);UK STROIEYNERGO OOO;SME_10;0.000128553;0.000128553;1360887;1360887;OK
RBCZ;91957;6;Small Medium Business (SMB);ARSTAV S R O;SME_10;8293.2493;8293.2493;91957;;OK
RLRS;175015;6;Small Medium Business (SMB);SUVOBOR KOOP NN;SME_10;1607.33;1607.33;175015;175015;OK
TBSK;852135;6;Small Medium Business (SMB);MAS Slovakia s.r.o.;SME_10;7243.821;7243.821;852135;852135;OK
RBBY;109088;12;Central Goverment;Ministry of Finance of The-Republic of Belarus;SOV_10;117981448.2;117981448.2;;;OK
RLHR;107774;3;Corporates;DIV GRUPA D.O.O.;CORP_10;844.9054349;844.9054349;107774;107774;OK
RBRU;1616579;6;Small Medium Business (SMB);OOO PRODYUSERSKII TSENTR DIAMANT;SME_10;209882.4752;209882.4752;1616579;1616579;OK
TBSK;403379;3;Corporates;MPLV, s. r. o.;CORP_10;1159812.002;1159812.002;403379;403379;OK
RBRO;1857334;3;Corporates;BON TON CONSTRUCT SRL;CORP_10;356.0379837;356.0379837;1857334;1857334;OK
RLAL;920427;6;Small Medium Business (SMB);ALB-MI SHPK;SME_10;13766.62;13766.62;920427;920427;OK
RBRO;926274;6;Small Medium Business (SMB);AGRESIM COM SRL;SME_10;141323.861;141323.861;926274;926274;OK
CASRS;2157205;3;Corporates;NIK PRO DOO U STECAJU;CORP_10;155307.41;155307.41;2157205;2157205;OK
RBRS;1819813;6;Small Medium Business (SMB);RED STAR FRUIT DOO BOSNJACE;SME_10;16727.92752;16727.92752;1819813;1819813;OK
RBRO;147351;6;Small Medium Business (SMB);SC LIMAR GLASSROM SRL;SME_10;1634.17841;1634.17841;147351;147351;OK
AVAL;692334;3;Corporates;"TOV ""D Lait""";CORP_10;336601.8614;336601.8614;692334;692334;OK
TLSK;1627966;6;Small Medium Business (SMB);CITO, spol. s r.o.;SME_10;298954.64;298954.64;1627966;1627966;OK
RBRS;751083;6;Small Medium Business (SMB);MONTEGI;SME_10;140205.178;140205.178;751083;751083;OK
TBSK;305856;6;Small Medium Business (SMB);J&B, spol. s r.o.;SME_10;22094.24;22094.24;305856;305856;OK
RBHR;516266;6;Small Medium Business (SMB);JAVOROVIC D.O.O.;SME_10;414574.8684;414574.8684;516266;516266;OK
AVAL;1021015;6;Small Medium Business (SMB);"TOV ""Aktsent-Pluis""";SME_10;4447.388768;4447.388768;1021015;1021015;OK
AVAL;172941;3;Corporates;Industrial Union of Donbass;CORP_10;16877.6971;16877.6971;;172941;ERROR
RBRU;723859;6;Small Medium Business (SMB);KOMPAK-PLYUS OOO;SME_10;11708.12249;11708.12249;723859;723859;OK
RBRO;1045441;6;Small Medium Business (SMB);PRETORIAN SOLUTION SRL;SME_10;252.4073139;252.4073139;1045441;1045441;OK
RLRO;928918;6;Small Medium Business (SMB);TALO EUROTRANS SRL;SME_10;26338.3757;26338.3757;928918;928918;OK
RBRS;793637;3;Corporates;NETWORK FOR TRADING - U STEÈAJU;CORP_10;1.02282258;1.02282258;793637;793637;OK
AVAL;178472;3;Corporates;"TOV ""Troika""";CORP_10;54879.05596;54879.05596;178472;178472;OK
RBRS;516132;6;Small Medium Business (SMB);DOO PRO KAB ZAJECAR;SME_10;12570.02368;12570.02368;516132;516132;OK
RBRU;123396;18;Specialised Lending Project (excl. Commodity);JSC BIRULOVO;SLOT_RE_6.5;5110515.49;5110515.49;123396;123396;OK
RBBH;792308;6;Small Medium Business (SMB);GRAND TRANSPORT DOO SARAJEVO;SME_10;4398.030504;4398.030504;792308;792308;OK
RBRU;1604551;3;Corporates;TTM Co Ltd;CORP_10;455855.9958;455855.9958;1604551;1604551;OK
RBRU;922861;6;Small Medium Business (SMB);TPK TSENTR UPAKOVKI OOO;SME_10;6427.659357;6427.659357;922861;922861;OK
TBSK;100808;3;Corporates;ENERGYCO, s.r.o.;CORP_10;3405657.13;3405657.13;100808;100808;OK
RBBY;1047109;6;Small Medium Business (SMB);OOO 'FASADSEFITISTROJ';SME_10;36933.34134;36933.34134;1047109;1047109;OK
RBRO;665461;6;Small Medium Business (SMB);CARNECOD SRL;SME_10;332.8053339;332.8053339;665461;665461;OK
RLRO;1930703;6;Small Medium Business (SMB);ALEXIM ENGINEERING SRL;SME_10;82578.6129;82578.6129;1930703;1930703;OK
RBI;735403;18;Specialised Lending Project (excl. Commodity);Grand Hotel Gesellschaft m.b.H;SLOT_RE_6.5;37860354.28;37860354.28;735403;735403;OK
RBRO;914767;6;Small Medium Business (SMB);PROFI MAR LOGISTICS SRL;SME_10;684.8570564;684.8570564;914767;914767;OK
RBRS;1395610;6;Small Medium Business (SMB);DAVOS-MPM DOO;SME_10;12.27847366;12.27847366;;1395610;ERROR
TBSK;874683;18;Specialised Lending Project (excl. Commodity);CENTRAL PASSAGE byvanie s.r.o.;SLOT_RE_6.5;273166.13;273166.13;874683;874683;OK
RBRO;1626832;6;Small Medium Business (SMB);BAUMANN ACTIV SRL;SME_10;20.20886959;20.20886959;1626832;1626832;OK
RBRO;1317495;3;Corporates;SALAMANDRA PLUS SRL;CORP_10;4.42;4.42;1317495;1317495;OK
RBBY;1621585;6;Small Medium Business (SMB);KRUSTA OOO;SME_10;398198.38;398198.38;1621585;1621585;OK
AVAL;1023879;6;Small Medium Business (SMB);"TOV ""Rehiontopservis""";SME_10;23186.99544;23186.99544;1023879;1023879;OK
RBRO;1363935;3;Corporates;TRICOAS INDUSTRY SRL;CORP_10;171.6658249;171.6658249;1363935;1363935;OK
RBBH;1053565;6;Small Medium Business (SMB);M H M COMPANY DOO BIHAC;SME_10;147984.5846;147984.5846;1053565;1053565;OK
RLRS;1326614;3;Corporates;DRUSTVO SA OGRANICENOM-ODGOVORNOSCU ZA PROIZVODNJU,;CORP_10;6684.67;6684.67;1326614;1326614;OK
RLAL;1487712;6;Small Medium Business (SMB);GEO CONSTUCTION SHPK-GEO CONSTUCTION;SME_10;6383.3;6383.3;1487712;1487712;OK
RBRO;124086;6;Small Medium Business (SMB);BSV RO SEBIS SA;SME_10;347.5906658;347.5906658;124086;;OK
RLRS;2152441;3;Corporates;PREDUZEÆE PUBLIKUM DOO;CORP_10;27060.47;27060.47;2152441;2152441;OK
AVAL;720563;6;Small Medium Business (SMB);"FH ""Vostok""";SME_10;36027.94637;36027.94637;720563;720563;OK
RLAL;182060;6;Small Medium Business (SMB);ARIFAJ SHPK;SME_10;47396.24;47396.24;182060;;OK
RBBH;854479;6;Small Medium Business (SMB);WOOD PANELS DOO GRACANICA;SME_10;1927.999877;1927.999877;854479;854479;OK
RLRS;748772;6;Small Medium Business (SMB);DOO FREE FASHION G.R. SRLJIG;SME_10;4582.98;4582.98;748772;748772;OK
RLRO;508153;3;Corporates;BELSUINTEST SRL;CORP_10;4771.692091;4771.692091;508153;508153;OK
RBAL;557603;3;Corporates;CAVALIERE SHPK;CORP_10;10281.88767;10281.88767;557603;557603;OK
RBRO;515035;6;Small Medium Business (SMB);DESIGN PRODUCT;SME_10;64219.7616;64219.7616;515035;;OK
RBAL;175272;6;Small Medium Business (SMB);XHAKA SHPK;SME_10;800.3179545;800.3179545;175272;175272;OK
ALEASS;1580031;6;Small Medium Business (SMB);STUDIOGRAPH PRINT & SERVICE S.R.L.;SME_10;434192.71;434192.71;1580031;1580031;OK
RLAL;231683;3;Corporates;ORA SHA;CORP_10;46277.39;46277.39;231683;231683;OK
RBRO;652995;6;Small Medium Business (SMB);EURO TRANSCOM RUTIER;SME_10;589.5504598;589.5504598;652995;;OK
RBHR;523245;3;Corporates;ZAGREBTRANS D.O.O.;CORP_10;5514376.077;5514376.077;523245;523245;OK
RBBY;1854758;6;Small Medium Business (SMB);'MLSTATUS' OOO;SME_10;89710.10585;89710.10585;1854758;1854758;OK
RBRU;600097;6;Small Medium Business (SMB);SMOLENSKIE IGRUSHKI OOO;SME_10;531056.9541;531056.9541;600097;600097;OK
RLRS;173347;6;Small Medium Business (SMB);PTP DRLACE KOMERC DOO DRLACE;SME_10;5782.77;5782.77;173347;173347;OK
AVAL;1851418;6;Small Medium Business (SMB);TOVARYSTVO Z OBMEZHENOIU VIDPOVIDAL-Tovarystvo Z Obmezhenoiu;SME_10;3646.125489;3646.125489;1851418;1851418;OK
RBHU;623895;3;Corporates;Waberer's-Szemerey Logisztika Korlá-tolt Felelõsségû Társaság;CORP_10;5023337.222;5023337.222;623895;623895;OK
ALEASS;702546;3;Corporates;NIKKA R.E. SRL;CORP_10;590331.81;590331.81;702546;702546;OK
RBAL;130240;3;Corporates;ARKO-2001 SHPK;CORP_10;40.48455307;40.48455307;130240;130240;OK
AVAL;220022;3;Corporates;"TzOV ""IUNIKOM-PROM""";CORP_10;354323.43;354323.43;220022;220022;OK
CASRS;2163063;3;Corporates;ANPEGO ROAD DOO SMEDEREVSKA PALANKA;CORP_10;227004.7004;227004.7004;2163063;2163063;OK
RBRU;1495520;3;Corporates;NPKF CON-CORD CO.LTD;CORP_10;471375.138;471375.138;1495520;1495520;OK
RBCZ;680332;6;Small Medium Business (SMB);AXXOS HOTELS RESORTS S R O;SME_10;66582.35905;66582.35905;680332;680332;OK
TLSK;808521;6;Small Medium Business (SMB);GTS LOGISTICS, s.r.o.;SME_10;21352.39;21352.39;808521;808521;OK
RBBH;517117;3;Corporates;GOLD PETROL DOO;CORP_10;20.42611065;20.42611065;;;OK
RBHR;452776;3;Corporates;MULTINORM D.O.O.;CORP_10;358524.7117;358524.7117;452776;452776;OK
RBRS;748772;6;Small Medium Business (SMB);DOO FREE FASHION G.R. SRLJIG;SME_10;74156.74;74156.74;748772;748772;OK
AVAL;881997;6;Small Medium Business (SMB);"PP ""Termoplast""";SME_10;56404.54342;56404.54342;881997;881997;OK
TBSK;875416;3;Corporates;EUREX SLOVAKIA s.r.o.;CORP_10;377182.53;377182.53;875416;875416;OK
TLSK;1486593;6;Small Medium Business (SMB);t - mech automotive Slovakia, s. r.- o.;SME_10;2362.55;2362.55;1486593;1486593;OK
RBRU;1550902;3;Corporates;IPSK TEYSK OOO;CORP_10;1424679.099;1424679.099;1550902;1550902;OK
RBHR;494214;6;Small Medium Business (SMB);PRIVATNA KLASICNA GIMNAZIJA S PRAVO-M JAVNOSTI;SME_10;284197.3425;284197.3425;494214;494214;OK
RLAL;603836;6;Small Medium Business (SMB);MEHILLAJ SHPK;SME_10;250.7;250.7;603836;603836;OK
RLRS;1035552;3;Corporates;CG FOODS EUROPE;CORP_10;1969.51;1969.51;1035552;1035552;OK
RBHU;87957;6;Small Medium Business (SMB);"""FÜVACOP"" Kereskedelmi, Idegenforga-lmi, Ipari, Vállalkozó és Szolgálta";SME_10;45381.36661;45381.36661;87957;87957;OK
RBI;494611;12;Central Goverment;Ministère de l'Economie et des Finances - Republique du Mali;SOV_10;3787385.75;3787385.75;494611;494611;OK
TBSK;1959578;6;Small Medium Business (SMB);MULLER GROUP AG s.r.o.;SME_10;72000;72000;1959578;1959578;OK
RBBH;490301;3;Corporates;KS 71 DOO GRACANICA;CORP_10;1159086.899;1159086.899;490301;490301;OK
RBHR;948872;3;Corporates;PAMBI-TABAK D.O.O.;CORP_10;772648.53;772648.53;948872;948872;OK
AVAL;319089;6;Small Medium Business (SMB);"FH ""Obrii""";SME_10;9.649046232;9.649046232;319089;319089;OK
RBRS;671117;6;Small Medium Business (SMB);RADUS-BNS-GP;SME_10;67.35244072;67.35244072;;;OK
CASRS;669358;6;Small Medium Business (SMB);MGP BRUS DOO INDJIJA;SME_10;138663.055;138663.055;669358;669358;OK
RBHU;495817;6;Small Medium Business (SMB);FEHÉR ÉS FEHÉR Kereskedelmi és Szol-gáltató Zártkörûen Mûködõ Részvényt;SME_10;64736.50943;64736.50943;495817;495817;OK
RLHR;1231291;6;Small Medium Business (SMB);CASH ON DELIVERY EXPRESS d.o.o. za-usluge;SME_10;40185.37453;40185.37453;1231291;1231291;OK
TBSK;148102;3;Corporates;PREFA Sucany, a.s.;CORP_10;323.02;323.02;148102;;OK
RBRU;738117;6;Small Medium Business (SMB);LIPETSKAYA SDOBA OOO;SME_10;19282.81944;19282.81944;738117;;OK
RBBH;868204;3;Corporates;ARIZONA KOMPANI DOO;CORP_10;97480.12353;97480.12353;868204;868204;OK
RBI;27216;11;Banks;Sudostroitelniy Bank;FIN_10;4000;4000;27216;;OK
TBSK;90828;3;Corporates;NEVITEL, a.s.;CORP_10;13728.14;13728.14;90828;90828;OK
RBRO;1060231;6;Small Medium Business (SMB);PRELMET SRL;SME_10;566.0309123;566.0309123;1060231;1060231;OK
RBI;508663;3;Corporates;Copertrading Comercio,-Exportacao e Importacao S.A.;CORP_10;16534644.69;16534644.69;508663;508663;OK
RBRO;599434;6;Small Medium Business (SMB);ANALEX CATERING;SME_10;410.2697243;410.2697243;599434;599434;OK
RBAL;738755;6;Small Medium Business (SMB);LUANI-OIL SHPK;SME_10;89371.58394;89371.58394;738755;738755;OK
AVAL;1355311;6;Small Medium Business (SMB);"PP ""Krasnosilska Ahrokompaniia""";SME_10;28425.30434;28425.30434;1355311;1355311;OK
RBAL;607363;6;Small Medium Business (SMB);SHPK HALILI 1;SME_10;137667.052;137667.052;607363;607363;OK
RBAL;172354;6;Small Medium Business (SMB);VISALD SHPK;SME_10;132.1894423;132.1894423;172354;172354;OK
RBBH;294995;6;Small Medium Business (SMB);KAMIN STUDIO DOO ZEPCE;SME_10;22757.77036;22757.77036;294995;294995;OK
RBI;435619;12;Central Goverment;Ministry of Finance, Economic-and Policy Development;SOV_10;33077449.79;33077449.79;435619;435619;OK
RBCZ;848592;6;Small Medium Business (SMB);MILOVICE S R O;SME_10;3364.562533;3364.562533;848592;848592;OK
AVAL;268358;3;Corporates;TOV VILNYANKA;CORP_10;167039.7866;167039.7866;268358;268358;OK
RBBY;1526766;6;Small Medium Business (SMB);EVRAZIYA-TREID OOO;SME_10;167505.9345;167505.9345;1526766;1526766;OK
RBHU;680953;3;Corporates;VESTFROST Zrt.;CORP_10;10071478.13;10071478.13;680953;680953;OK
RBRO;238747;3;Corporates;MLS PROIECT ARAD SRL;CORP_10;33.70239419;33.70239419;;;OK
RBRO;1341567;6;Small Medium Business (SMB);PMC GROUP DISTRIBUTIE SRL;SME_10;232.6396606;232.6396606;1341567;1341567;OK
RBRO;1490158;6;Small Medium Business (SMB);AFI TRUCKS SRL;SME_10;29281.63249;29281.63249;1490158;1490158;OK
KATHREIN;1841651;18;Specialised Lending Project (excl. Commodity);SG 112 GmbH & Co KG;SLOT_RE_6.5;5334031;5334031;1841651;1841651;OK
TBSK;310746;3;Corporates;FeCom s.r.o.;CORP_10;94752.624;94752.624;310746;310746;OK
RBCZ;1226467;3;Corporates;VIPAPP A S;CORP_10;654.7109807;654.7109807;1226467;1226467;OK
TBSK;700931;6;Small Medium Business (SMB);Primex, spol. s r.o.;SME_10;7353;7353;700931;700931;OK
RBI;278;3;Corporates;F.J. Elsner & Co. Gesellschaft mbH;CORP_10;552.52;552.52;278;278;OK
AVAL;220462;3;Corporates;SFG ROKSOLANA;CORP_10;281397.1498;281397.1498;220462;220462;OK
AVAL;217186;3;Corporates;PSK' Ukoopromtorh' u m Brovarakh;CORP_10;6.41832045;6.41832045;;;OK
RBBH;1325514;39;Associations;UDRUZENJE ZA ELIMINACIJU MINA;CORP_10;10.17470844;10.17470844;;;OK
RPL;535543;3;Corporates;Waberer's International Nyilvanosan-Mukoedo Reszvenytarsasag;CORP_10;13877825.96;13877825.96;535543;535543;OK
RLCZ;1450733;6;Small Medium Business (SMB);EUROMETALGROUP s.r.o.;SME_10;5984.588244;5984.588244;1450733;1450733;OK
TBSK;648152;18;Specialised Lending Project (excl. Commodity);BPS Senec, s. r. o.;SLOT_PF_6.5;675239.1;675239.1;648152;648152;OK
AVAL;318899;6;Small Medium Business (SMB);SPD KOROL' S.I.;SME_10;34454.25652;34454.25652;318899;;OK
RBRS;946435;6;Small Medium Business (SMB);SZGR GORAN GORAN MILOSEVIÆ PR;SME_10;44918.84562;44918.84562;946435;946435;OK
RBAL;851905;6;Small Medium Business (SMB);RAyspellet shpk-Claudio Scotti;SME_10;965.1575596;965.1575596;851905;851905;OK
RBRO;192364;3;Corporates;VICTORIA SRL;CORP_10;93.91655725;93.91655725;192364;;OK
AVAL;346012;6;Small Medium Business (SMB);KATALIEVS`KA O.M.;SME_10;31517.99798;31517.99798;346012;;OK
RBRO;325875;6;Small Medium Business (SMB);EDISON COMPANY SRL;SME_10;30.95464189;30.95464189;;;OK
RBCZ;2084524;18;Specialised Lending Project (excl. Commodity);PAVEL CHROMÝ;SLOT_PF_6.5;1275434.826;1275434.826;2084524;2084524;OK
RBCZ;244376;3;Corporates;GEOSAN GROUP A S;CORP_10;309479.5407;309479.5407;244376;244376;OK
TLSK;504085;6;Small Medium Business (SMB);PGS GRACKA, s. r. o.;SME_10;2624.15;2624.15;504085;504085;OK
RBRU;888200;6;Small Medium Business (SMB);AGROPLYUS OOO;SME_10;5389.114393;5389.114393;888200;888200;OK
RBRS;135907;6;Small Medium Business (SMB);OBUÆA MARKO DOO BEOGRAD;SME_10;828.4359385;828.4359385;135907;135907;OK
RBI;1873706;3;Corporates;Ciep Epoch Newco 2 Limited;CORP_10;12682318.71;12682318.71;1873706;1873706;OK
AVAL;1801367;3;Corporates;"TOV ""Sarkinen""";CORP_10;21085.44326;21085.44326;1801367;1801367;OK
RBBH;166786;6;Small Medium Business (SMB);VIDRA DOO BANJA LUKA;SME_10;36058.47645;36058.47645;166786;166786;OK
AVAL;181543;3;Corporates;TOV Torhovyi Dim Dolynske;CORP_10;211059.2566;211059.2566;181543;181543;OK
RBRU;451705;3;Corporates;RUSSIAN STYLE-97 OOO;CORP_10;272856.1531;272856.1531;451705;451705;OK
RLBY1;780246;3;Corporates;OOO 'AVRASTORG';CORP_10;2516;2516;780246;780246;OK
RBBH;756686;6;Small Medium Business (SMB);BEUK KOMERC DOO G PODGRADCI;SME_10;148365.8549;148365.8549;756686;756686;OK
RBRU;721491;6;Small Medium Business (SMB);TPK KAROLYANA ZAO;SME_10;110286.614;110286.614;721491;721491;OK
RBBH;432578;3;Corporates;PETITOR DOO SARAJEVO;CORP_10;2263.662997;2263.662997;432578;432578;OK
TLSK;1055900;6;Small Medium Business (SMB);RIVEL, spol. s r.o.;SME_10;2104.68;2104.68;1055900;1055900;OK
AVAL;537457;3;Corporates;"TOV ""VOSTOK - KMK""";CORP_10;98631.33315;98631.33315;537457;537457;OK
RBRS;1032631;3;Corporates;SAMEX GROUP DOO BEOGRAD;CORP_10;1812.179173;1812.179173;1032631;1032631;OK
RBCZ;412409;3;Corporates;KRALOVOPOLSKA RIA, A.S.;CORP_10;1219789.448;1219789.448;412409;412409;OK
RBAL;1832176;6;Small Medium Business (SMB);RUDI 2R PETROL SHPK;SME_10;410.5940643;410.5940643;1832176;1832176;OK
RBBH;520673;6;Small Medium Business (SMB);LAMARPROM DOO BOSANSKI BROD;SME_10;484.7047034;484.7047034;520673;;OK
RBBH;693748;3;Corporates;PREVENT TRAVNIK DOO TRAVNIK;CORP_10;11085.96862;11085.96862;693748;693748;OK
RBBY;1404620;6;Small Medium Business (SMB);Homel'ahroStar;SME_10;470019.9058;470019.9058;1404620;1404620;OK
RBBH;1444836;6;Small Medium Business (SMB);AERO CENTAR KRILA DOO BANJA LUKA;SME_10;770.8236401;770.8236401;1444836;1444836;OK
AVAL;624835;3;Corporates;TOV TIOPOL;CORP_10;34160.03772;34160.03772;624835;624835;OK
RLRS;1347410;6;Small Medium Business (SMB);PROFY SUPPORT DOO BEOGRAD;SME_10;32670.86;32670.86;1347410;1347410;OK
AVAL;535800;6;Small Medium Business (SMB);"PP ""Nash produkt""";SME_10;377575.0058;377575.0058;535800;535800;OK
AVAL;511102;6;Small Medium Business (SMB);"TOV ""TORHOVYI DIM ""SION""";SME_10;16809.12479;16809.12479;511102;511102;OK
RBRO;151179;6;Small Medium Business (SMB);MATERO-AMA SRL;SME_10;401.62;401.62;151179;151179;OK
RBRO;344151;6;Small Medium Business (SMB);CISCOM EXPO 92;SME_10;4.98010102;4.98010102;344151;344151;OK
RBRU;1786918;6;Small Medium Business (SMB);OOO A.S.A.;SME_10;21568.31631;21568.31631;1786918;1786918;OK
ALEASS;702647;6;Small Medium Business (SMB);OMA NORD S.R.L.;SME_10;138816.43;138816.43;702647;702647;OK
AVAL;176590;6;Small Medium Business (SMB);KOMSERVIS;CORP_10;10.33477959;10.33477959;;;OK
RBRU;1503284;3;Corporates;OOO STO MOLNIYA TRAKS;CORP_10;369133.9186;369133.9186;1503284;1503284;OK
RBHU;1876208;6;Small Medium Business (SMB);Sõrés László egyéni vállalkozó;SME_10;13551.38563;13551.38563;1876208;1876208;OK
TBSK;497073;6;Small Medium Business (SMB);AGROPODNIK Zelovce, s. r. o.;SME_10;28666.18;28666.18;497073;497073;OK
AVAL;844094;6;Small Medium Business (SMB);"FH ""KOLOS""";SME_10;52033.93132;52033.93132;844094;844094;OK
RBBH;1556949;6;Small Medium Business (SMB);MG PUTAR DOO ZIVINICE;SME_10;674.3428621;674.3428621;1556949;1556949;OK
RBRS;118296;3;Corporates;EUCOM DOO BEOGRAD;CORP_10;450102.2872;450102.2872;118296;118296;OK
TBSK;208802;3;Corporates;PROTRIEM, spol. s r.o.;CORP_10;21.84;21.84;;208802;ERROR
RLRS;182261;6;Small Medium Business (SMB);TTS PROMET DOO IVANJICA;SME_10;58551.21;58551.21;182261;;OK
RBRO;106591;6;Small Medium Business (SMB);ROXY COM SRL;SME_10;1116.584047;1116.584047;106591;;OK
RBHR;489420;18;Specialised Lending Project (excl. Commodity);OMBLA DVOR D.O.O.;SLOT_RE_6.5;947617.664;947617.664;489420;489420;OK
RBBH;804192;3;Corporates;TIBEX ROYAL GROUP DOO SARAJEVO;CORP_10;15359.20811;15359.20811;804192;804192;OK
RBAL;155565;6;Small Medium Business (SMB);DORAL SHPK;SME_10;19.43447429;19.43447429;155565;155565;OK
TLSK;1226542;6;Small Medium Business (SMB);LPP Group s.r.o.;SME_10;241479.26;241479.26;1226542;1226542;OK
RBHU;715166;3;Corporates;SWEET-MILK Gyártó, Szolgáltató, és-Kereskedelmi Kft.;CORP_10;2715.351509;2715.351509;715166;715166;OK
RBAL;808578;6;Small Medium Business (SMB);CHROME INVEST SHPK;SME_10;313634.2288;313634.2288;808578;808578;OK
RBRO;854285;6;Small Medium Business (SMB);RIA TOP SRL;SME_10;13.8074553;13.8074553;854285;854285;OK
RBRS;1811557;3;Corporates;GRANDE ADRIATIC FOOD DOO-GRANDE ADRIATIC FOOD DOO;CORP_10;11931.60737;11931.60737;1811557;1811557;OK
RBRU;251325;6;Small Medium Business (SMB);TOKMART OOO;SME_10;25151.84513;25151.84513;251325;251325;OK
CASRS;2139312;6;Small Medium Business (SMB);NEMBOJ BOJANA;SME_10;130058.01;130058.01;2139312;2139312;OK
RLRU;1516056;3;Corporates;ZDOROVE NATSII;CORP_10;10207.74827;10207.74827;1516056;1516056;OK
TLSK;163219;3;Corporates;Hlavacek Jan, Ing.;CORP_10;34967.26;34967.26;163219;;OK
RBHR;212758;3;Corporates;I V E T A D.O.O.;CORP_10;131992.85;131992.85;212758;212758;OK
RBRU;1617737;3;Corporates;PEKIN KAR AVTO OOO;CORP_10;346548.7526;346548.7526;1617737;1617737;OK
RBRO;2032481;3;Corporates;SON MOTORS SRL;CORP_10;303.6023841;303.6023841;2032481;2032481;OK
RBRO;237587;3;Corporates;AVICOM SA;CORP_10;166.0399879;166.0399879;;;OK
RBKO;510627;3;Corporates;EURO -INVEST SH.P.K.;CORP_10;308983.58;308983.58;510627;510627;OK
RBRO;168816;6;Small Medium Business (SMB);NICO MIDIA SRL;SME_10;2555.245985;2555.245985;168816;;OK
RBRO;1608676;6;Small Medium Business (SMB);MABO VISION SRL;SME_10;58.50085868;58.50085868;1608676;1608676;OK
RLAL;231581;3;Corporates;SUCRALBA SHPK;CORP_10;9028.25;9028.25;231581;;OK
